"SubjectId" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()"
10 "WALKING_DOWNSTAIRS" 0.276238831213675 -0.0188857189162821 -0.112087661002564 -0.425216183982906 -0.386704550776068 -0.523113372540812 0.65835911957265 -0.165177771367521 0.0307366662204145 -0.964245853333333 -0.95273087965812 -0.929729024405983 0.0804000423888889 0.0153774046898718 -0.0143982101450427 -0.414395232038462 -0.431961308787137 -0.690604755970085 -0.0144658378235897 -0.0863038250719359 0.089594378107906 -0.597873796746581 -0.492482432210256 -0.505981516216239 -0.11062834367265 -0.043380952132265 -0.0554261378425641 -0.632669178589744 -0.713441119059829 -0.611026435705128 -0.384739666615641 -0.44358190387041 -0.384739666615641 -0.44358190387041 -0.474897326746876 -0.416276937898718 -0.412441627912821 -0.541830959732991
10 "WALKING_UPSTAIRS" 0.2792260805 -0.0137410699333333 -0.1082356298 -0.976914667166667 -0.929141091633333 -0.972264913 0.582637512166667 0.2814715215 0.1506301434 -0.9719009915 -0.961517524833333 -0.973718302333333 0.0775130550833333 0.00330831786383333 0.000510105274833334 -0.977836345 -0.962510329833333 -0.9852148295 -0.0342448434966667 -0.078152882769 0.0966117812 -0.970429545833333 -0.976850974833333 -0.957569497 -0.0984885261 -0.0386820786833333 -0.0560434883966667 -0.978483352166667 -0.983924353 -0.982318139166667 -0.9617663145 -0.942239747 -0.9617663145 -0.942239747 -0.978933889 -0.970288294833333 -0.948394682666667 -0.946460267166667
11 "WALKING_UPSTAIRS" 0.27658531139557 -0.0191272531933228 -0.108941761642405 -0.58947649779557 -0.490379346996835 -0.665324314227848 0.730526184936709 0.0527387028613924 0.140209861246835 -0.975394457689873 -0.957138770727848 -0.956812000411392 0.0830134540658228 0.0078044254343038 -0.00657424975259494 -0.659323083055063 -0.608784226719937 -0.842511816044304 -0.0547328440272468 -0.0582275770813291 0.087284109682356 -0.739922126628797 -0.703501766487342 -0.725016008797468 -0.0805473309873418 -0.0493914065474684 -0.0480140167267405 -0.781738140601266 -0.868377254082279 -0.795490882468354 -0.542825032813608 -0.612882270912658 -0.542825032813608 -0.612882270912658 -0.679819504547468 -0.664241760370253 -0.628367851066456 -0.696771378957911
12 "SITTING" 0.275639357761194 -0.0184861388459702 -0.107917262447761 -0.508665196767164 -0.401357613464179 -0.722443639029851 0.629964778955224 0.112652596558955 -0.0494520137037313 -0.973039656865672 -0.961684570149254 -0.956887170522388 0.0572366455208955 0.010632586489403 0.0155338481445373 -0.487513853589552 -0.441798499370224 -0.813044700746269 -0.0702784362985075 -0.0422418424895522 0.089311570049403 -0.677307561997761 -0.680398804104478 -0.699245741395522 -0.0726924262059701 -0.0457374795179104 -0.0515110922703731 -0.623189590291045 -0.786312781716418 -0.71311417830597 -0.485419876919403 -0.509050737147015 -0.485419876919403 -0.509050737147015 -0.553813266144776 -0.468462139639552 -0.585957269414925 -0.641774640228657
12 "WALKING_DOWNSTAIRS" 0.272145794677419 -0.0182299075608413 -0.105735506451613 -0.638208440290323 -0.608983265026882 -0.682615496811828 0.749117763666667 -0.0295853747510753 0.0924517595346237 -0.96330852155914 -0.959772033870968 -0.93954763188172 0.0799354253827957 0.00147809411698925 -0.0106609660939785 -0.650790264784946 -0.664699691132473 -0.777908761827957 -0.0575264551461828 -0.0714218698580645 0.100946227484946 -0.764316840252151 -0.774444433548387 -0.650750149365591 -0.073416747110215 -0.0421957057096774 -0.0617431983833333 -0.772069692150538 -0.829185586182796 -0.775458577365591 -0.613018446822043 -0.621456341182258 -0.613018446822043 -0.621456341182258 -0.684974084575269 -0.636898344297849 -0.66459948788172 -0.715896647204301
13 "SITTING" 0.275895876198777 -0.0176504796070948 -0.109135285550765 -0.624844460199083 -0.448816097853364 -0.587230562129052 0.709996516908257 -0.0420858101162079 0.0443010536786239 -0.967268063455658 -0.953540716850153 -0.938727880275229 0.0794393034550306 0.00387961953328135 -0.0123485923641621 -0.638889532599083 -0.569700547488012 -0.728452966311927 -0.0562470618980061 -0.0616613787494801 0.098866059686422 -0.715109859672783 -0.645728612088685 -0.643337285033639 -0.0881182379434251 -0.0440836605146789 -0.0582718748712538 -0.715772980189602 -0.718988591831804 -0.712716428498471 -0.539871637249541 -0.597230982062691 -0.539871637249541 -0.597230982062691 -0.625466938809174 -0.610248540269939 -0.581215403184709 -0.636364939544342
14 "WALKING_DOWNSTAIRS" 0.268742494553279 -0.0166371300659426 -0.0996007059877049 -0.493875900753279 -0.190356784144426 -0.0829789883191393 0.695710723688525 -0.165548427598361 -0.255499121995902 -0.933986522704918 -0.934878446827869 -0.903959498688525 0.0731636526834836 0.00468680247090164 -0.00109705214282787 -0.530799952657623 -0.459397679983197 -0.552000017954836 0.00779788388987705 -0.101356256508197 0.0483130820040984 -0.649305014086066 -0.216650778374795 -0.16936650962377 -0.109826852532898 -0.0439177837856107 -0.0418610459717213 -0.723150613606557 -0.60583333504918 -0.525451416913115 -0.29092762277541 -0.321676687545492 -0.29092762277541 -0.321676687545492 -0.487984706926639 -0.483221887802828 -0.245124405807746 -0.317377464295082
14 "WALKING_UPSTAIRS" 0.274638681518987 -0.0150740054405063 -0.105264366677722 -0.975494321518987 -0.944189643417721 -0.943891439113924 0.599098975405063 0.0546109842746835 0.130135867455696 -0.963666510379747 -0.965538336582279 -0.952893375063291 0.0773017082381013 0.0036647518358481 -0.0069576409346962 -0.985306933037975 -0.978904104303797 -0.980713290253165 -0.023047440764557 -0.0773800849721519 0.0988407598607595 -0.973762051772152 -0.962039041139241 -0.967101618101266 -0.100542747126582 -0.0414738805316456 -0.054978679931519 -0.981309872025316 -0.982321302658228 -0.986841167088608 -0.954651726708861 -0.944706586962025 -0.954651726708861 -0.944706586962025 -0.982660079367089 -0.981714665063291 -0.945647504556962 -0.94746971556962
15 "WALKING_DOWNSTAIRS" 0.27821340725 -0.016464484771311 -0.112563587594512 -0.556541173089329 -0.481679537956006 -0.705706623868902 0.688872511512195 0.102660491875 0.0372897701757012 -0.968733398628049 -0.956369493993902 -0.947240058048781 0.0776897411304878 0.00489392052706402 -0.00440993190077744 -0.624055782158537 -0.594312678045091 -0.825820881576219 -0.0281278780610671 -0.075878845519878 0.0906658516 -0.696859473045732 -0.708779069191463 -0.721826987530488 -0.0960910108539634 -0.0441270690182012 -0.0555645456881098 -0.731382711036585 -0.853956592073171 -0.795626198384146 -0.527285352000488 -0.557147874176037 -0.527285352000488 -0.557147874176037 -0.654799694757531 -0.625660376546646 -0.617721779796037 -0.675336960047866
16 "WALKING_DOWNSTAIRS" 0.277887440374317 -0.0158567888309016 -0.107263924445355 -0.668161498298634 -0.649947067892896 -0.603819902386066 0.700906130308743 -0.0605235993797814 0.0402075536234973 -0.971156432131148 -0.964727519945355 -0.945294028639344 0.0775488885374317 0.00884018328270219 -0.00143730005564208 -0.72786174352459 -0.735080198043716 -0.767873049380055 -0.0122341446725137 -0.0724444803980874 0.0730144651530055 -0.799534450491803 -0.810124133715847 -0.737629967961749 -0.107361614801257 -0.0416615668939617 -0.0539470410873497 -0.858298719153005 -0.86957312057377 -0.837039926065574 -0.616131116889044 -0.661719690491803 -0.616131116889044 -0.661719690491803 -0.725246870486339 -0.719647028238525 -0.718168775628415 -0.78482286579235
17 "SITTING" 0.27344147274375 -0.0180888559772812 -0.109111919458969 -0.550867932263844 -0.507275258134 -0.613217322774375 0.668613344125 0.01046225616875 0.0223722077328125 -0.9695361643125 -0.9570481696875 -0.94542101409375 0.08251105141625 0.00885228208375 0.003826532875875 -0.635949363671875 -0.6209185283575 -0.78668123990625 -0.01284166884445 -0.0833880991568063 0.0745157818036563 -0.7250048879375 -0.73173270325 -0.681002221107187 -0.109084058157187 -0.0390296211270938 -0.0504091215649062 -0.75779255871875 -0.80093311453125 -0.7804575046875 -0.506906000020438 -0.585287408546562 -0.506906000020438 -0.585287408546562 -0.652073857695312 -0.649316139213437 -0.630693906651719 -0.71559290114375
17 "WALKING_DOWNSTAIRS" 0.277950050208333 -0.0138932613754167 -0.109786077604167 -0.992370654583333 -0.965205728333333 -0.976352307916667 0.901097859791667 -0.17504772675 -0.284880580416667 -0.986674910208333 -0.970555891666667 -0.973160545416667 0.0740394237708333 0.00607092773104167 -0.00478813832875 -0.993627979375 -0.987195772291667 -0.991061698958333 -0.026848276775 -0.07819643980625 0.0937536148541667 -0.985719333333333 -0.985762623125 -0.985666489166667 -0.099654922875 -0.0401207685420833 -0.0537865145708333 -0.992357467708333 -0.993025651041667 -0.993543291041667 -0.97810887125 -0.97465493875 -0.97810887125 -0.97465493875 -0.992407460833333 -0.991481431666667 -0.979459900833333 -0.980494326458333
18 "SITTING" 0.27795824 -0.01729741093 -0.110021546 -0.991705206333333 -0.939095257 -0.950753017666667 0.962581161666667 -0.180018835666667 0.0783976787 -0.995679798333333 -0.97557713 -0.973759297333333 0.0756560724 0.01212352927 0.000426343527333334 -0.989808125333333 -0.968781037 -0.989064151666667 -0.0259236282933333 -0.0744458279666667 0.0854533145 -0.950461505666667 -0.977660980333333 -0.962330311666667 -0.0981970214 -0.0397930495333333 -0.053319608 -0.976198165666667 -0.991806091 -0.982765702666667 -0.963685834333333 -0.964222192 -0.963685834333333 -0.964222192 -0.984336614 -0.983733639666667 -0.951887812 -0.947942481333333
18 "STANDING" 0.276177377784431 -0.0172818741561907 -0.107940757511976 -0.667932305209581 -0.599095553763473 -0.679216670329341 0.694792777095808 -0.0010301843263473 0.0910314168113772 -0.978742766586826 -0.968999955598802 -0.958147490299401 0.0776448301356287 0.0129534445262126 0.000886467423302994 -0.711725557065868 -0.711788469131737 -0.834520665329341 -0.038430136020509 -0.0672248771926647 0.0913241464640719 -0.791426443721557 -0.759370761556886 -0.72614680991018 -0.0940621740320958 -0.0445622527458084 -0.0571652014122156 -0.830920002934132 -0.874371824640719 -0.825666964760479 -0.630947459700599 -0.665011683643713 -0.630947459700599 -0.665011683643713 -0.73320719751497 -0.723788786335329 -0.693434577904192 -0.760315278287425
19 "SITTING" 0.269723487105556 -0.0182031515710306 -0.118277180099383 -0.574658922919194 -0.507035084992639 -0.649184726556944 0.475323016 0.0964052626666667 0.233011401195083 -0.958290447861111 -0.95925383425 -0.94180028475 0.0774171147766389 0.0115812421960876 -0.00186198850195833 -0.571088266146083 -0.571311190432222 -0.705342976190833 -0.0385723953346511 -0.0681420603177778 0.0883609591559167 -0.637789914575556 -0.643866300560306 -0.645682212189167 -0.0895939425055556 -0.0383208736670278 -0.0569649444286944 -0.618836206634444 -0.725991380623889 -0.686684583831583 -0.531507362111361 -0.599552767486306 -0.531507362111361 -0.599552767486306 -0.5762252472125 -0.601918552871944 -0.548919668132222 -0.610093380740278
20 "LAYING" 0.268210689679487 -0.0154394352991026 -0.103432062417949 -0.546535422961538 -0.259011300096154 -0.639730168647436 0.590974958467949 0.00243648291666667 0.107789718651859 -0.95804564051282 -0.951149621217949 -0.943657000576923 0.0750346921474359 -0.00274400097455128 -0.00251495485183974 -0.586215941176923 -0.426120353397436 -0.738913456730769 -0.0224726834409615 -0.0789627194310256 0.0900253976657692 -0.652396391814103 -0.485894484605705 -0.460843186407692 -0.0945547052108333 -0.0402012429820513 -0.0525724570615385 -0.653186069490385 -0.643573137512821 -0.536900063648718 -0.452429326099846 -0.519017420878205 -0.452429326099846 -0.519017420878205 -0.564555998864103 -0.540847617073269 -0.435122258175641 -0.521471397919231
20 "STANDING" 0.268595205636364 -0.0192867074389394 -0.111651090326263 -0.650788909160606 -0.456259753985354 -0.630893001863636 0.657243899191919 -0.0686181655555556 0.10679036740404 -0.958324946717172 -0.953576080606061 -0.93887359689899 0.0835868911373737 0.00611187765247475 -0.00607491491689899 -0.659309592116667 -0.606793100151515 -0.75401945230303 -0.0256483096989899 -0.0789307564061111 0.082163496089899 -0.70994810379798 -0.642839666627273 -0.579620527478788 -0.0953189767722222 -0.0424081459060606 -0.0556613228575758 -0.733941115257576 -0.716353299126263 -0.715358641818182 -0.56833411675101 -0.614326377454545 -0.56833411675101 -0.614326377454545 -0.663144565966667 -0.626302305960101 -0.581261642571717 -0.626155662129697
21 "SITTING" 0.277466525522059 -0.0176664578561765 -0.10877848058848 -0.672323867377451 -0.565585190336299 -0.669621813176471 0.645775957808824 -0.0750963071446078 0.0321851774362745 -0.965586634460784 -0.969330818455882 -0.953093993308823 0.0822207874776961 0.00350107553584853 -0.010659072671299 -0.699763344205784 -0.66515912310562 -0.78182390148299 -0.0276346639303578 -0.0784719736838971 0.0861212668362745 -0.79617228689951 -0.765057760637255 -0.701642028499559 -0.100558317889216 -0.0408236141863333 -0.0533861046416422 -0.792483156720588 -0.815859336004902 -0.812017312181373 -0.620309259553676 -0.6601960145 -0.620309259553676 -0.6601960145 -0.703461275879657 -0.680069218953922 -0.693779224517157 -0.761303119652451
22 "SITTING" 0.279241531908081 -0.0168623073762273 -0.108558951083333 -0.631563159137374 -0.593370593093586 -0.719165341207576 0.675242930959596 0.0235808363131313 0.236637160405404 -0.970886422525252 -0.964866300237374 -0.945237536671717 0.0847162929146465 0.0189573433473737 -0.00354166441267677 -0.66465053739798 -0.649008826582323 -0.811609738686869 -0.0122820553981818 -0.0909878213994949 0.0846177356545455 -0.743170551461616 -0.836307422323232 -0.720618809515152 -0.106045772136364 -0.0372238262065657 -0.0543623901222222 -0.760885591313131 -0.898549452979798 -0.790942774393939 -0.597799544011717 -0.674728311182828 -0.597799544011717 -0.674728311182828 -0.687293447142929 -0.671919866238182 -0.704296113121212 -0.732423163577273
22 "STANDING" 0.267565895829268 -0.016771104312122 -0.108849744982114 -0.408498997088862 -0.326700060089431 -0.551943490507317 0.503385126178862 0.0442736759186992 0.234681679495935 -0.938572531056911 -0.945180370293496 -0.929170545691057 0.0700672625147154 0.00930099346105691 -0.0131640140761789 -0.456687476 -0.417944389701626 -0.678143433821138 -0.00112339350162602 -0.10137018874878 0.0758043878666667 -0.619856056592683 -0.699934248861789 -0.547955275764228 -0.114427759866748 -0.0404541723047154 -0.0644152729899187 -0.625212511333333 -0.797747537235772 -0.663925946674797 -0.353264495414634 -0.469146190154634 -0.353264495414634 -0.469146190154634 -0.484983543582927 -0.457667435430488 -0.530408052165854 -0.58616042178374
23 "STANDING" 0.273493254730108 -0.019589258786828 -0.109093982385242 -0.622594039757258 -0.532078546615699 -0.450557203409946 0.662324737580645 0.0146209197354839 0.0518662466372043 -0.964393040295699 -0.960318907096774 -0.934236146612903 0.0778588215843817 0.0200470964972984 -0.000717680881887096 -0.608183751830914 -0.61898123051828 -0.603048769571532 -0.0220890418013172 -0.0825972963754032 0.074694942324328 -0.755738625241935 -0.500338191139785 -0.609683451821774 -0.0966990737225806 -0.0432722741798387 -0.0621959093526344 -0.728692138333333 -0.546043593651882 -0.740518145887097 -0.532754757205108 -0.56557562579215 -0.532754757205108 -0.56557562579215 -0.58640067170914 -0.55872531418629 -0.544207964433387 -0.541949073660753
24 "LAYING" 0.276767046391076 -0.0176822460103885 -0.107914503687664 -0.675459176298425 -0.582490655185302 -0.636497458900262 0.69498126808399 0.0729509702152231 0.0623227714146982 -0.975329699658793 -0.96089816664042 -0.955724566194226 0.0784735003467192 0.00396900308574016 -0.00700960558805774 -0.74030054488189 -0.685979796261942 -0.736374232574803 -0.0212578096847769 -0.0782440202677165 0.0841740375981627 -0.776199049939633 -0.763365457296588 -0.708251676335958 -0.0998294248142257 -0.0390749421383202 -0.0552987683401575 -0.764490030609974 -0.792718702440945 -0.796816516614173 -0.620032665162467 -0.650862147810236 -0.620032665162467 -0.650862147810236 -0.713667423769029 -0.689391189346457 -0.682447212750656 -0.742983126606299
25 "STANDING" 0.275301467772127 -0.0193221769314914 -0.10962903098044 -0.716264537547677 -0.531421035602689 -0.64709556105868 0.672386622127139 0.0471601427530562 0.239226040930391 -0.950017091344743 -0.901088770963325 -0.880682330706602 0.0817657442063814 0.00638633884442543 -0.010346171499489 -0.79682335007335 -0.722502919364303 -0.860669382640587 -0.00298151164792176 -0.083900354157824 0.0993606079900489 -0.683131970775061 -0.752261013276284 -0.74741022 -0.108263884562298 -0.0389884753435208 -0.0555782223647433 -0.768682473178484 -0.902628080757946 -0.831848667286064 -0.583377749713936 -0.659015505611247 -0.583377749713936 -0.659015505611247 -0.783445354474328 -0.780451867848411 -0.625733064258924 -0.68515279467066
26 "STANDING" 0.2730365808625 -0.0161687277463495 -0.107637894928571 -0.623101031168367 -0.585967142418112 -0.70498062744898 0.615123534668367 0.10870478277551 0.234107010472449 -0.96781789994898 -0.959713562227041 -0.955643363545918 0.0808743261341837 0.00767709978181122 -0.00724891943768878 -0.682815652993112 -0.678386582086227 -0.778349460841837 -0.020659932105102 -0.0827415060904082 0.0917853294044643 -0.766673970339286 -0.800675471045918 -0.703347205619898 -0.0988125627461224 -0.040476400288852 -0.0558282743354031 -0.732321370690816 -0.836112175331633 -0.773101524821429 -0.600932264175765 -0.620355788665816 -0.600932264175765 -0.620355788665816 -0.694917859209184 -0.677426336392347 -0.694597662936224 -0.751833690215051
